city_id,label_old,country2,lng,lat,wiki_title,wikidata_id,year,population,religion,distance_from_london
499,Lubeck,Germany,53.869722,10.686389,Free and Hanseatic City of Lübeck,Q950240,NA,31000,protestant,485.5631485
500,Donauwerth,Germany,48.71843056,10.77698889,Donauwörth,Q53742,NA,NA,protestant,501.8544768
502,Bamberg,Germany,49.89166667,10.89166667,Bamberg,Q3936,NA,NA,protestant,481.175678
505,Erfurt,Germany,50.97805556,11.02916667,Erfurt,Q1729,1620,19014,protestant,474.6623386
508,Nuremberg,Germany,49.45277778,11.07777778,Nuremberg,Q2090,NA,25000,protestant,497.0203229
514,Wismar,Germany,53.8925,11.465,Wismar,Q7030,NA,NA,protestant,516.5446543
519,Zealand,Suriname,NA,NA,Zealand,Q59134180,NA,NA,protestant,576.6321223
521,Gothenburg,Sweden,57.6717061,11.98096669,Gothenburg,Q25287,NA,NA,protestant,661.3503653
522,Gottenberg,Sweden,57.6717061,11.98096669,Gothenburg,Q25287,NA,NA,protestant,661.3503653
523,Regensburg,Germany,49.01666667,12.08333333,Regensburg,Q2978,NA,6000,protestant,550.714818
528,Leipzig,Germany,51.33333333,12.38333333,Leipzig,Q2079,1617,15136,protestant,532.1198725
530,Copenhagen,Denmark,55.67611111,12.56888889,Copenhagen,Q1748,1640,29850,protestant,604.2882821
537,Stralsund,Germany,54.3,13.08333333,Stralsund,Q4065,NA,NA,protestant,588.3789276
548,Dresden,Germany,51.04925833,13.73836111,Dresden,Q1731,1603,14793,protestant,592.2292257
556,Malta,Austria,46.96666667,13.51666667,Malta,Q340115,NA,NA,protestant,1265.519803
559,Szczecin,Poland,53.42472222,14.55527778,Szczecin,Q393,NA,6000,protestant,632.6530166
579,Olomouc,Czech Republic,49.59388889,17.25083333,Olomouc,Q81137,NA,NA,protestant,762.559458
646,Stockholm,Sweden,59.32944444,18.06861111,Stockholm,Q1754,1663,40000,protestant,906.9181255
60,Pembroke,United Kingdom,51.67603889,-4.9158,Pembroke,Q1762242,NA,NA,protestant,222.3554193
70,Great Torrington,United Kingdom,50.953,-4.141,Great Torrington,Q1242349,NA,NA,protestant,186.3231626
77,Conwy,United Kingdom,53.28,-3.83,Conwy,Q634054,NA,NA,protestant,228.0168989
92,Flint,United Kingdom,53.244,-3.132,Flint,Q1428848,NA,NA,protestant,205.196965
93,Taunton,United Kingdom,51.01916667,-3.1,Taunton,Q845619,NA,NA,protestant,141.1788107
97,Carlisle,United Kingdom,54.88333333,-2.95,Carlisle,Q192896,NA,NA,protestant,294.6020583
107,Kendal,United Kingdom,54.326,-2.745,Kendal,Q994575,NA,NA,protestant,256.108852
111,Ludlow,United Kingdom,52.36666667,-2.716666667,Ludlow,Q839811,NA,NA,protestant,152.2614752
119,Guernsey,Guernsey,49.45583306,-2.5775,Guernsey,Q3311985,NA,NA,protestant,163.2041246
120,Hartford,NA,NA,NA,NA,NA,NA,NA,protestant,189.2093307
122,Weymouth,NA,NA,NA,NA,NA,NA,NA,protestant,117.3134291
125,Dorchester,United Kingdom,50.71083333,-2.439722222,Dorchester,Q503331,NA,NA,protestant,114.8528527
127,Portland,United Kingdom,50.55574,-2.45968,Portland,Q29168518,NA,NA,protestant,117.6824821
133,Gloucester,United Kingdom,51.86444444,-2.244444444,Gloucester,Q170497,NA,NA,protestant,116.8157769
137,Worcester,United Kingdom,52.19111111,-2.222222222,Worcester,Q1646181,NA,8000,protestant,127.9284128
139,Blanford,NA,NA,NA,NA,NA,NA,NA,protestant,100.7241952
142,Jersey,Jersey,49.19,-2.11,Jersey,Q785,NA,NA,protestant,162.3722966
144,Aberdeen,United Kingdom,57.15,-2.1,Aberdeen,Q36405,1643,8750,protestant,430.6573892
156,Wilton,United Kingdom,51.08,-1.864,Wilton,Q1018668,NA,NA,protestant,86.88765617
159,New Ross,Ireland,52.395611,-6.945076,New Ross,Q1016292,NA,NA,protestant,325.834738
161,Marlborough,United Kingdom,51.417,-1.717,Marlborough,Q539528,NA,NA,protestant,84.44465995
166,Warwick,United Kingdom,52.28,-1.59,Warwick,Q549761,NA,7000,protestant,112.3501386
168,Durham,United Kingdom,54.78333333,-1.566666667,Durham,Q179815,NA,NA,protestant,266.8858653
173,Andover,United Kingdom,51.2167,-1.4667,Andover,Q492805,NA,NA,protestant,70.54572038
177,Lichfield,United Kingdom,52.6835,-1.82653,Lichfield,Q207371,NA,NA,protestant,65.63821662
181,Winchester,United Kingdom,51.06333333,-1.308611111,Winchester,Q172157,NA,NA,protestant,62.92903085
183,Isle of Wight,United Kingdom,50.66666667,-1.266666667,Isle of Wight,Q9679,NA,NA,protestant,67.75842952
184,"Newport, Isle of Wight",NA,NA,NA,NA,NA,NA,NA,protestant,66.97984622
185,Abingdon-on-Thames,United Kingdom,51.66694444,-1.282777778,Abingdon-on-Thames,Q321381,NA,NA,protestant,74.55439885
191,Marston,NA,NA,NA,NA,NA,NA,NA,protestant,77.12819234
192,Mansfield,United Kingdom,53.1435,-1.1963,Mansfield,Q841979,NA,NA,protestant,154.985289
198,Wallingford,United Kingdom,51.599,-1.125,Wallingford,Q988100,NA,NA,protestant,66.01733537
207,Northampton,United Kingdom,52.23333333,-0.9,Northampton,Q192240,NA,NA,protestant,92.47655183
211,Belvoir,United Kingdom,52.8833,-0.783333,Belvoir,Q3637891,NA,NA,protestant,132.9153005
224,Lincoln,United Kingdom,53.25,-0.55,Lincoln,Q180057,NA,NA,protestant,152.5840255
241,Putney,United Kingdom,51.4649,-0.2211,Putney,Q2465220,NA,NA,protestant,31.80060009
242,Barnet,NA,NA,NA,NA,NA,NA,NA,protestant,43.42909108
245,Forest Hill,United Kingdom,51.4457,-0.053,Forest Hill,Q1626233,NA,NA,protestant,27.60320714
247,Greenwich,United Kingdom,51.48,0,Greenwich,Q179385,NA,NA,protestant,NA
265,Rochester,United Kingdom,51.40222222,0.489166667,Rochester,Q507517,NA,NA,protestant,28.07874198
271,Rye,United Kingdom,50.95,0.733333333,Rye,Q1020800,NA,NA,protestant,27.49573589
285,Harwich,United Kingdom,51.93527778,1.2625,Harwich,Q990616,NA,NA,protestant,78.5909779
287,Dover,United Kingdom,51.1275,1.312222222,Dover,Q179224,NA,NA,protestant,52.01604047
367,Brabant,Belgium,NA,NA,Brabant,Q3051218,NA,NA,protestant,196.73745
457,Constance,Germany,47.66033,9.17582,Konstanz,Q3834,NA,NA,protestant,470.5441019
596,Gulich,Germany,50.92149,6.36267,J�lich,Q16045,NA,NA,protestant,767.7867343
600,Haverfordwest,United Kingdom,51.80111111,-4.969444444,Haverfordwest,Q990103,NA,NA,protestant,767.7867343
618,Pendennis Castle,United Kingdom,50.1467,-5.0471,Pendennis Castle,Q2371954,NA,NA,protestant,767.7867343
627,Raglan,United Kingdom,51.7649,-2.85,Raglan,Q744944,NA,NA,protestant,767.7867343
637,Teignmouth,United Kingdom,50.5491,-3.4948,Teignmouth,Q531311,NA,NA,protestant,767.7867343
